version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,20,1,25.45,114
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,20,1,28.05,95
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,20,1,26.45,86
3.10.0-RC1-bin-20260616-4733954-NIGHTLY,60,1,27.05,88
3.10.0-RC1-bin-20260618-f4f2cf3-NIGHTLY,20,1,24.9,84
