version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,10,8.521,8.527,8.54
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,10,8.517,8.525,8.538
