version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,10,26.29,26.41,26.97
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,10,25.51,25.8,26.42
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,10,25.55,25.94,26.77
3.10.0-RC1-bin-20260616-4733954-NIGHTLY,30,25.54,25.97,26.98
3.10.0-RC1-bin-20260618-f4f2cf3-NIGHTLY,30,25.53,26.23,27.11
3.10.0-RC1-bin-20260621-b3a04ea-NIGHTLY,10,25.52,25.88,27.24
3.10.0-RC1-bin-20260625-83306a8-NIGHTLY,30,25.51,26.23,27.02
3.10.0-RC1-bin-20260628-e449094-NIGHTLY,10,25.5,25.8,26.88
3.10.0-RC1-bin-20260701-14f4239-NIGHTLY,10,26.28,26.52,27.28
3.10.0-RC1-bin-20260712-f51c618-NIGHTLY,10,26.28,26.39,26.89
