version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,10,22.34,22.51,22.85
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,10,22.47,22.67,23.07
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,10,23.7,23.86,24.14
