version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,10,15.1,15.14,15.19
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,10,15.08,15.11,15.19
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,10,15.1,15.17,15.25
3.10.0-RC1-bin-20260616-4733954-NIGHTLY,30,15.16,15.21,15.28
3.10.0-RC1-bin-20260618-f4f2cf3-NIGHTLY,30,15.14,15.19,15.26
3.10.0-RC1-bin-20260621-b3a04ea-NIGHTLY,10,15.21,15.24,15.28
3.10.0-RC1-bin-20260625-83306a8-NIGHTLY,30,15.08,15.98,17.67
3.10.0-RC1-bin-20260628-e449094-NIGHTLY,10,15.17,15.21,15.28
3.10.0-RC1-bin-20260701-14f4239-NIGHTLY,10,15.27,15.31,15.39
3.10.0-RC1-bin-20260712-f51c618-NIGHTLY,10,15.26,15.31,15.39
3.10.0-RC1-bin-20260718-b17ee7a-NIGHTLY,10,15.15,15.19,15.23
