version,count,min,avg,max
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,20,36.72,36.72,36.72
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,20,36.58,36.59,36.59
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,20,36.67,36.68,36.68
3.10.0-RC1-bin-20260616-4733954-NIGHTLY,60,38.83,38.84,38.86
3.10.0-RC1-bin-20260618-f4f2cf3-NIGHTLY,60,38.89,38.9,38.91
3.10.0-RC1-bin-20260621-b3a04ea-NIGHTLY,20,38.85,38.85,38.86
3.10.0-RC1-bin-20260625-83306a8-NIGHTLY,60,41.67,41.67,41.68
3.10.0-RC1-bin-20260628-e449094-NIGHTLY,20,41.68,41.69,41.69
3.10.0-RC1-bin-20260701-14f4239-NIGHTLY,20,41.61,41.62,41.62
3.10.0-RC1-bin-20260712-f51c618-NIGHTLY,20,70.6,70.6,70.61
3.10.0-RC1-bin-20260718-b17ee7a-NIGHTLY,20,70.41,70.41,70.42
