version,count,min,avg,max
3.8.4-RC1-bin-20260219-56c2020-NIGHTLY,20,39.64,39.64,39.64
3.8.4-RC1-bin-20260220-3a6dac8-NIGHTLY,20,39.82,39.82,39.82
3.8.4-RC1-bin-20260221-dd3cd80-NIGHTLY,20,39.79,39.79,39.8
3.8.4-RC1-bin-20260222-dd3cd80-NIGHTLY,20,39.69,39.69,39.69
3.8.4-RC1-bin-20260223-dd3cd80-NIGHTLY,20,39.85,39.85,39.86
3.8.4-RC1-bin-20260224-8c0034e-NIGHTLY,20,39.77,39.77,39.78
3.8.4-RC1-bin-20260226-c0af6f4-NIGHTLY,40,39.69,39.74,39.79
3.8.4-RC1-bin-20260227-4e9c706-NIGHTLY,20,39.4,39.4,39.41
3.8.4-RC1-bin-20260228-f302695-NIGHTLY,20,39.16,39.17,39.17
3.8.4-RC1-bin-20260301-3ce1b51-NIGHTLY,20,39.28,39.29,39.29
3.8.4-RC1-bin-20260302-b5d15ac-NIGHTLY,40,39.21,39.23,39.25
3.8.4-RC1-bin-20260303-4800b1c-NIGHTLY,20,39.18,39.18,39.19
3.8.4-RC1-bin-20260304-1311fb5-NIGHTLY,20,39.26,39.26,39.27
3.8.4-RC1-bin-20260305-201be8f-NIGHTLY,20,39.28,39.28,39.28
3.8.4-RC1-bin-20260306-87a4a8b-NIGHTLY,20,39.3,39.3,39.31
3.8.4-RC1-bin-20260307-2d2adb7-NIGHTLY,20,39.22,39.22,39.23
3.8.4-RC1-bin-20260308-bf48ee8-NIGHTLY,20,39.21,39.21,39.22
3.8.4-RC1-bin-20260309-5b0f56d-NIGHTLY,20,39.69,39.7,39.7
3.8.4-RC1-bin-20260310-478cafe-NIGHTLY,20,39.7,39.7,39.71
3.8.4-RC1-bin-20260311-f6ca933-NIGHTLY,80,39.69,39.75,39.77
3.8.4-RC1-bin-20260313-3be6338-NIGHTLY,20,39.79,39.79,39.8
3.8.4-RC1-bin-20260314-9b6c1d5-NIGHTLY,20,39.85,39.86,39.86
3.8.4-RC1-bin-20260315-d5b79ba-NIGHTLY,20,39.79,39.79,39.79
