version,count,min,avg,max
3.9.0-RC1-bin-20260423-5d6b9a4-NIGHTLY,20,86.29,86.29,86.3
3.9.0-RC1-bin-20260424-4a012b1-NIGHTLY,20,87.31,87.31,87.32
3.9.0-RC1-bin-20260425-c79f519-NIGHTLY,20,87.15,87.16,87.16
3.9.0-RC1-bin-20260426-9bb129b-NIGHTLY,20,87.78,87.79,87.8
3.9.0-RC1-bin-20260427-9bb129b-NIGHTLY,20,86.69,86.7,86.71
3.9.0-RC1-bin-20260428-9cfa0dd-NIGHTLY,20,87.26,87.27,87.27
3.9.0-RC1-bin-20260429-88140bc-NIGHTLY,20,87.65,87.66,87.66
3.9.0-RC1-bin-20260430-a24622b-NIGHTLY,20,87.42,87.43,87.43
3.9.0-RC1-bin-20260501-0c8c581-NIGHTLY,20,88.11,88.12,88.12
3.9.0-RC1-bin-20260502-b264c19-NIGHTLY,20,87.73,87.74,87.75
3.9.0-RC1-bin-20260503-b264c19-NIGHTLY,40,87.34,87.35,87.36
3.9.0-RC1-bin-20260505-e7e22e6-NIGHTLY,20,86.56,86.56,86.57
3.9.0-RC1-bin-20260506-0de5613-NIGHTLY,20,87.8,87.81,87.82
3.9.0-RC1-bin-20260507-b8210ea-NIGHTLY,20,87.46,87.46,87.47
3.9.0-RC1-bin-20260508-eb2e041-NIGHTLY,40,87.61,87.78,87.94
3.9.0-RC1-bin-20260510-eb2e041-NIGHTLY,60,87.07,87.56,88.18
3.9.0-RC1-bin-20260511-c3e3e42-NIGHTLY,40,87.22,87.5,87.79
