version,count,min,avg,max
3.9.0-RC1-bin-20260423-5d6b9a4-NIGHTLY,20,43.7,43.7,43.71
3.9.0-RC1-bin-20260424-4a012b1-NIGHTLY,20,44.29,44.29,44.3
3.9.0-RC1-bin-20260425-c79f519-NIGHTLY,20,43.82,43.83,43.83
3.9.0-RC1-bin-20260426-9bb129b-NIGHTLY,20,43.81,43.81,43.82
3.9.0-RC1-bin-20260427-9bb129b-NIGHTLY,20,43.63,43.64,43.64
3.9.0-RC1-bin-20260428-9cfa0dd-NIGHTLY,20,43.92,43.92,43.92
3.9.0-RC1-bin-20260429-88140bc-NIGHTLY,20,43.87,43.88,43.88
3.9.0-RC1-bin-20260430-a24622b-NIGHTLY,20,43.96,43.96,43.97
3.9.0-RC1-bin-20260501-0c8c581-NIGHTLY,20,43.93,43.94,43.94
3.9.0-RC1-bin-20260502-b264c19-NIGHTLY,20,43.97,43.97,43.98
3.9.0-RC1-bin-20260503-b264c19-NIGHTLY,40,43.87,43.91,43.95
3.9.0-RC1-bin-20260505-e7e22e6-NIGHTLY,20,43.9,43.9,43.91
3.9.0-RC1-bin-20260506-0de5613-NIGHTLY,20,43.83,43.84,43.84
3.9.0-RC1-bin-20260507-b8210ea-NIGHTLY,20,44.35,44.35,44.35
3.9.0-RC1-bin-20260508-eb2e041-NIGHTLY,40,44.22,44.23,44.25
3.9.0-RC1-bin-20260510-eb2e041-NIGHTLY,60,44.2,44.26,44.35
3.9.0-RC1-bin-20260511-c3e3e42-NIGHTLY,120,44.06,44.16,44.25
3.9.0-RC1-bin-20260513-65a6143-NIGHTLY,20,44.35,44.36,44.36
3.9.0-RC1-bin-20260514-dfd481f-NIGHTLY,20,44.33,44.34,44.34
