version,count,min,avg,max
3.8.5-RC1-bin-20260403-ecf8e5c-NIGHTLY,20,53.73,55.2,71.9
3.8.5-RC1-bin-20260404-a7f6cae-NIGHTLY,20,54.79,56.31,82.17
3.8.5-RC1-bin-20260405-9478256-NIGHTLY,20,53.36,55.53,90.89
3.8.5-RC1-bin-20260406-2c668b5-NIGHTLY,20,54.62,56.21,77.54
3.8.5-RC1-bin-20260407-ec88c95-NIGHTLY,20,54.57,56.04,79.12
3.8.5-RC1-bin-20260408-cc4a3e6-NIGHTLY,20,54,55.96,90.31
3.8.5-RC1-bin-20260409-c23f234-NIGHTLY,20,53.68,55.65,90.28
3.8.5-RC1-bin-20260410-e679e6a-NIGHTLY,40,54.11,56.01,90.64
3.8.5-RC1-bin-20260412-0f8dfa1-NIGHTLY,20,54.83,56.55,84.95
3.8.5-RC1-bin-20260413-0f8dfa1-NIGHTLY,20,52.94,55.08,91.68
