version,count,min,avg,max
3.8.3-RC1-bin-20260206-7d9042f-NIGHTLY,30,2,19.17,44
3.8.3-RC1-bin-20260207-b47447b-NIGHTLY,10,1,20.5,46
3.8.3-RC1-bin-20260208-0fa0698-NIGHTLY,10,1,19.1,41
3.8.3-RC1-bin-20260209-c5506bd-NIGHTLY,10,1,16.7,41
3.8.3-RC1-bin-20260210-f9a3b90-NIGHTLY,10,1,21.9,50
3.8.3-RC1-bin-20260211-dd4d59d-NIGHTLY,10,0,20.3,46
3.8.3-RC1-bin-20260212-9907571-NIGHTLY,20,1,19.2,44
3.8.3-RC1-bin-20260214-f10f20d-NIGHTLY,10,1,18.4,45
3.8.3-RC1-bin-20260215-f10f20d-NIGHTLY,10,2,19.7,50
3.8.3-RC1-bin-20260216-fa26a2f-NIGHTLY,30,0,20.47,69
3.8.3-RC1-bin-20260218-d96239a-NIGHTLY,20,0,22.1,76
